cp_depart_int,cp_depart_texte,cp_final_int,cp_final_texte,libelle_cp,num_departement_texte,nom_departement,region_tech
16918,16918,16000,16000,ANGOULEME,16,Charente,Sud-Ouest
75372,75372,75008,75008,PARIS 8,75,Paris,IDF
75815,75815,75017,75017,PARIS 7,75,Paris,IDF
27500,27500,27500,27500,AIZIER,27,Eure,Centre-Nord
39210,39210,39210,39210,ARLAY,39,Jura,Est
73470,73470,73470,73470,AYN,73,Savoie,AURA
77570,77570,77570,77570,AUFFERVILLE,77,Seine-et-Marne,IDF
91290,91290,91290,91290,ARPAJON,91,Essonne,IDF
95810,95810,95810,95810,ARRONVILLE,95,Val-d'Oise,IDF
1060,01060,1000,01000,BOURG EN BRESSE CEDEX 9,01,Ain,AURA
1018,01018,1000,01000,BOURG EN BRESSE CEDEX,01,Ain,AURA
1017,01017,1000,01000,BOURG EN BRESSE CEDEX,01,Ain,AURA
1013,01013,1000,01000,BOURG EN BRESSE CEDEX,01,Ain,AURA
1012,01012,1000,01000,BOURG EN BRESSE CEDEX,01,Ain,AURA
1011,01011,1000,01000,BOURG EN BRESSE CEDEX,01,Ain,AURA
1010,01010,1000,01000,BOURG EN BRESSE CEDEX,01,Ain,AURA
1009,01009,1000,01000,BOURG EN BRESSE CEDEX,01,Ain,AURA
1008,01008,1000,01000,BOURG EN BRESSE CEDEX,01,Ain,AURA
1007,01007,1000,01000,BOURG EN BRESSE CEDEX,01,Ain,AURA
1006,01006,1000,01000,BOURG EN BRESSE CEDEX,01,Ain,AURA
1005,01005,1000,01000,BOURG EN BRESSE CEDEX,01,Ain,AURA
1004,01004,1000,01000,BOURG EN BRESSE CEDEX,01,Ain,AURA
1003,01003,1000,01000,BOURG EN BRESSE CEDEX,01,Ain,AURA
1002,01002,1000,01000,BOURG EN BRESSE CEDEX,01,Ain,AURA
1001,01001,1000,01000,BOURG EN BRESSE CEDEX,01,Ain,AURA
1000,01000,1000,01000,BOURG EN BRESSE,01,Ain,AURA
1090,01090,1090,01090,FRANCHELEINS,01,Ain,AURA
1117,01117,1100,01100,OYONNAX CEDEX,01,Ain,AURA
1116,01116,1100,01100,OYONNAX CEDEX,01,Ain,AURA
1115,01115,1100,01100,OYONNAX CEDEX,01,Ain,AURA
1112,01112,1100,01100,OYONNAX CEDEX,01,Ain,AURA
1111,01111,1100,01100,OYONNAX CEDEX,01,Ain,AURA
1108,01108,1100,01100,OYONNAX CEDEX,01,Ain,AURA
1106,01106,1100,01100,OYONNAX CEDEX,01,Ain,AURA
1105,01105,1100,01100,OYONNAX CEDEX,01,Ain,AURA
1104,01104,1100,01100,OYONNAX CEDEX,01,Ain,AURA
1103,01103,1100,01100,OYONNAX CEDEX,01,Ain,AURA
1102,01102,1100,01100,OYONNAX CEDEX,01,Ain,AURA
1101,01101,1100,01100,OYONNAX CEDEX,01,Ain,AURA
1100,01100,1100,01100,APREMONT,01,Ain,AURA
1110,01110,1110,01110,ARANC,01,Ain,AURA
1128,01128,1120,01120,MONTLUEL CEDEX,01,Ain,AURA
1127,01127,1120,01120,MONTLUEL CEDEX,01,Ain,AURA
1124,01124,1120,01120,MONTLUEL CEDEX,01,Ain,AURA
1123,01123,1120,01120,MONTLUEL CEDEX,01,Ain,AURA
1122,01122,1120,01120,MONTLUEL CEDEX,01,Ain,AURA
1121,01121,1120,01120,MONTLUEL CEDEX,01,Ain,AURA
1120,01120,1120,01120,LA BOISSE,01,Ain,AURA
1130,01130,1130,01130,BELLEYDOUX,01,Ain,AURA
1140,01140,1140,01140,GARNERANS,01,Ain,AURA
69399,69399,1150,01150,LYON CEDEX 03,01,Ain,AURA
1155,01155,1150,01150,LAGNIEU CEDEX,01,Ain,AURA
1154,01154,1150,01150,LAGNIEU CEDEX,01,Ain,AURA
1153,01153,1150,01150,LAGNIEU CEDEX,01,Ain,AURA
1152,01152,1150,01150,LAGNIEU CEDEX,01,Ain,AURA
1151,01151,1150,01150,LAGNIEU CEDEX,01,Ain,AURA
1150,01150,1150,01150,BLYES,01,Ain,AURA
1160,01160,1160,01160,DRUILLAT,01,Ain,AURA
1174,01174,1170,01170,GEX CEDEX,01,Ain,AURA
1173,01173,1170,01170,GEX CEDEX,01,Ain,AURA
1172,01172,1170,01170,GEX CEDEX,01,Ain,AURA
1171,01171,1170,01170,GEX CEDEX,01,Ain,AURA
1170,01170,1170,01170,CESSY,01,Ain,AURA
1190,01190,1190,01190,ARBIGNY,01,Ain,AURA
1208,01208,1200,01200,BELLEGARDE SUR VALSERINE CEDEX,01,Ain,AURA
1206,01206,1200,01200,BELLEGARDE SUR VALSERINE CEDEX,01,Ain,AURA
1204,01204,1200,01200,BELLEGARDE SUR VALSERINE CEDEX,01,Ain,AURA
1203,01203,1200,01200,BELLEGARDE SUR VALSERINE CEDEX,01,Ain,AURA
1202,01202,1200,01200,BELLEGARDE SUR VALSERINE CEDEX,01,Ain,AURA
1201,01201,1200,01200,BELLEGARDE SUR VALSERINE CEDEX,01,Ain,AURA
1200,01200,1200,01200,BELLEGARDE SUR VALSERINE,01,Ain,AURA
1216,01216,1210,01210,FERNEY VOLTAIRE CEDEX,01,Ain,AURA
1214,01214,1210,01210,FERNEY VOLTAIRE CEDEX,01,Ain,AURA
1212,01212,1210,01210,FERNEY VOLTAIRE CEDEX,01,Ain,AURA
1211,01211,1210,01210,FERNEY VOLTAIRE CEDEX,01,Ain,AURA
1210,01210,1210,01210,FERNEY VOLTAIRE,01,Ain,AURA
1220,01220,1220,01220,DIVONNE LES BAINS,01,Ain,AURA
1230,01230,1230,01230,ARANDAS,01,Ain,AURA
1240,01240,1240,01240,CERTINES,01,Ain,AURA
1250,01250,1250,01250,CEYZERIAT,01,Ain,AURA
1260,01260,1260,01260,BELMONT LUTHEZIEU,01,Ain,AURA
1270,01270,1270,01270,BEAUPONT,01,Ain,AURA
1280,01280,1280,01280,PREVESSIN MOENS,01,Ain,AURA
1213,01213,1280,01280,FERNEY VOLTAIRE CEDEX,01,Ain,AURA
1290,01290,1290,01290,BEY,01,Ain,AURA
74009,74009,1300,01300,ANNECY CEDEX,01,Ain,AURA
1306,01306,1300,01300,BELLEY CEDEX,01,Ain,AURA
1303,01303,1300,01300,BELLEY CEDEX,01,Ain,AURA
1302,01302,1300,01300,BELLEY CEDEX,01,Ain,AURA
1301,01301,1300,01300,BELLEY CEDEX,01,Ain,AURA
1300,01300,1300,01300,AMBLEON,01,Ain,AURA
1443,01443,1310,01310,VIRIAT CEDEX,01,Ain,AURA
1310,01310,1310,01310,BUELLAS,01,Ain,AURA
1320,01320,1320,01320,CHALAMONT,01,Ain,AURA
1330,01330,1330,01330,AMBERIEUX EN DOMBES,01,Ain,AURA
1340,01340,1340,01340,ATTIGNAT,01,Ain,AURA
1350,01350,1350,01350,ANGLEFORT,01,Ain,AURA
1360,01360,1360,01360,BALAN,01,Ain,AURA
1370,01370,1370,01370,BENY,01,Ain,AURA
1380,01380,1380,01380,BAGE LA VILLE,01,Ain,AURA
1390,01390,1390,01390,CIVRIEUX,01,Ain,AURA
1400,01400,1400,01400,L ABERGEMENT CLEMENCIAT,01,Ain,AURA
1410,01410,1410,01410,CHAMPFROMIER,01,Ain,AURA
1420,01420,1420,01420,CHANAY,01,Ain,AURA
1430,01430,1430,01430,CEIGNES,01,Ain,AURA
1442,01442,1440,01440,VIRIAT CEDEX,01,Ain,AURA
1441,01441,1440,01440,VIRIAT CEDEX,01,Ain,AURA
1440,01440,1440,01440,VIRIAT,01,Ain,AURA
1450,01450,1450,01450,BOLOZON,01,Ain,AURA
1460,01460,1460,01460,BRION,01,Ain,AURA
1470,01470,1470,01470,BENONCES,01,Ain,AURA
1480,01480,1480,01480,ARS SUR FORMANS,01,Ain,AURA
1506,01506,1500,01500,AMBERIEU EN BUGEY CEDEX,01,Ain,AURA
1505,01505,1500,01500,AMBERIEU EN BUGEY CEDEX,01,Ain,AURA
1504,01504,1500,01500,AMBERIEU EN BUGEY CEDEX,01,Ain,AURA
1503,01503,1500,01500,AMBERIEU EN BUGEY CEDEX,01,Ain,AURA
1502,01502,1500,01500,AMBERIEU EN BUGEY CEDEX,01,Ain,AURA
1501,01501,1500,01500,AMBERIEU EN BUGEY CEDEX,01,Ain,AURA
1500,01500,1500,01500,AMBERIEU EN BUGEY,01,Ain,AURA
1510,01510,1510,01510,ARMIX,01,Ain,AURA
1540,01540,1540,01540,PERREX,01,Ain,AURA
1550,01550,1550,01550,COLLONGES,01,Ain,AURA
1560,01560,1560,01560,CORMOZ,01,Ain,AURA
1570,01570,1570,01570,ASNIERES SUR SAONE,01,Ain,AURA
1580,01580,1580,01580,IZERNORE,01,Ain,AURA
1590,01590,1590,01590,DORTAN,01,Ain,AURA
1606,01606,1600,01600,TREVOUX CEDEX,01,Ain,AURA
1604,01604,1600,01600,TREVOUX CEDEX,01,Ain,AURA
1603,01603,1600,01600,TREVOUX CEDEX,01,Ain,AURA
1602,01602,1600,01600,TREVOUX CEDEX,01,Ain,AURA
1601,01601,1600,01600,TREVOUX CEDEX,01,Ain,AURA
1600,01600,1600,01600,MASSIEUX,01,Ain,AURA
1633,01633,1630,01630,ST GENIS POUILLY CEDEX,01,Ain,AURA
1632,01632,1630,01630,ST GENIS POUILLY CEDEX,01,Ain,AURA
1631,01631,1630,01630,CERN CEDEX,01,Ain,AURA
1630,01630,1630,01630,CHALLEX,01,Ain,AURA
1640,01640,1640,01640,L ABERGEMENT DE VAREY,01,Ain,AURA
1660,01660,1660,01660,CHAVEYRIAT,01,Ain,AURA
1680,01680,1680,01680,INNIMOND,01,Ain,AURA
1708,01708,1700,01700,MIRIBEL CEDEX,01,Ain,AURA
1707,01707,1700,01700,MIRIBEL CEDEX,01,Ain,AURA
1706,01706,1700,01700,MIRIBEL CEDEX,01,Ain,AURA
1705,01705,1700,01700,MIRIBEL CEDEX,01,Ain,AURA
1704,01704,1700,01700,MIRIBEL CEDEX,01,Ain,AURA
1702,01702,1700,01700,MIRIBEL CEDEX,01,Ain,AURA
1701,01701,1700,01700,MIRIBEL CEDEX,01,Ain,AURA
1700,01700,1700,01700,BEYNOST,01,Ain,AURA
1710,01710,1710,01710,THOIRY,01,Ain,AURA
1750,01750,1750,01750,CROTTET,01,Ain,AURA
1800,01800,1800,01800,BOURG ST CHRISTOPHE,01,Ain,AURA
1851,01851,1851,01851,MARBOZ,01,Ain,AURA
1960,01960,1960,01960,PERONNAS,01,Ain,AURA
1990,01990,1990,01990,BANEINS,01,Ain,AURA
2930,02930,2000,02000,LAON CEDEX 9,02,Aisne,Centre-Nord
2025,02025,2000,02000,LAON CEDEX 9,02,Aisne,Centre-Nord
2020,02020,2000,02000,LAON CEDEX 9,02,Aisne,Centre-Nord
2018,02018,2000,02000,LAON CEDEX 9,02,Aisne,Centre-Nord
2017,02017,2000,02000,LAON CEDEX,02,Aisne,Centre-Nord
2016,02016,2000,02000,LAON CEDEX 9,02,Aisne,Centre-Nord
2015,02015,2000,02000,LAON CEDEX,02,Aisne,Centre-Nord
2013,02013,2000,02000,LAON CEDEX 9,02,Aisne,Centre-Nord
2012,02012,2000,02000,LAON CEDEX,02,Aisne,Centre-Nord
2011,02011,2000,02000,LAON CEDEX,02,Aisne,Centre-Nord
2010,02010,2000,02000,LAON CEDEX 9,02,Aisne,Centre-Nord
2008,02008,2000,02000,LAON CEDEX 9,02,Aisne,Centre-Nord
2007,02007,2000,02000,LAON CEDEX,02,Aisne,Centre-Nord
2006,02006,2000,02000,LAON CEDEX,02,Aisne,Centre-Nord
2005,02005,2000,02000,LAON CEDEX,02,Aisne,Centre-Nord
2004,02004,2000,02000,LAON CEDEX,02,Aisne,Centre-Nord
2003,02003,2000,02000,LAON CEDEX,02,Aisne,Centre-Nord
2002,02002,2000,02000,LAON CEDEX,02,Aisne,Centre-Nord
2001,02001,2000,02000,LAON CEDEX,02,Aisne,Centre-Nord
2000,02000,2000,02000,AULNOIS SOUS LAON,02,Aisne,Centre-Nord
59811,59811,2100,02100,LESQUIN CEDEX,02,Aisne,Centre-Nord
2322,02322,2100,02100,ST QUENTIN CEDEX,02,Aisne,Centre-Nord
2321,02321,2100,02100,ST QUENTIN CEDEX,02,Aisne,Centre-Nord
2315,02315,2100,02100,ST QUENTIN CEDEX,02,Aisne,Centre-Nord
2314,02314,2100,02100,ST QUENTIN CEDEX,02,Aisne,Centre-Nord
2313,02313,2100,02100,ST QUENTIN CEDEX,02,Aisne,Centre-Nord
2109,02109,2100,02100,ST QUENTIN CEDEX,02,Aisne,Centre-Nord
2108,02108,2100,02100,ST QUENTIN CEDEX,02,Aisne,Centre-Nord
2107,02107,2100,02100,ST QUENTIN CEDEX,02,Aisne,Centre-Nord
2106,02106,2100,02100,ST QUENTIN CEDEX,02,Aisne,Centre-Nord
2105,02105,2100,02100,ST QUENTIN CEDEX,02,Aisne,Centre-Nord
2104,02104,2100,02100,ST QUENTIN CEDEX,02,Aisne,Centre-Nord
2103,02103,2100,02100,ST QUENTIN CEDEX,02,Aisne,Centre-Nord
2102,02102,2100,02100,ST QUENTIN CEDEX,02,Aisne,Centre-Nord
2101,02101,2100,02100,ST QUENTIN CEDEX,02,Aisne,Centre-Nord
2100,02100,2100,02100,ESSIGNY LE PETIT,02,Aisne,Centre-Nord
2110,02110,2110,02110,AISONVILLE ET BERNOVILLE,02,Aisne,Centre-Nord
2120,02120,2120,02120,AUDIGNY,02,Aisne,Centre-Nord
2130,02130,2130,02130,ARCY STE RESTITUE,02,Aisne,Centre-Nord
2140,02140,2140,02140,BANCIGNY,02,Aisne,Centre-Nord
2151,02151,2150,02150,SISSONNE CEDEX,02,Aisne,Centre-Nord
2150,02150,2150,02150,LAPPION,02,Aisne,Centre-Nord
2160,02160,2160,02160,BEAURIEUX,02,Aisne,Centre-Nord
2170,02170,2170,02170,BARZY EN THIERACHE,02,Aisne,Centre-Nord
2190,02190,2190,02190,AGUILCOURT,02,Aisne,Centre-Nord
2331,02331,2200,02200,SOISSONS CEDEX,02,Aisne,Centre-Nord
2209,02209,2200,02200,SOISSONS CEDEX,02,Aisne,Centre-Nord
2208,02208,2200,02200,SOISSONS CEDEX,02,Aisne,Centre-Nord
2207,02207,2200,02200,SOISSONS CEDEX,02,Aisne,Centre-Nord
2206,02206,2200,02200,SOISSONS CEDEX,02,Aisne,Centre-Nord
2205,02205,2200,02200,SOISSONS CEDEX,02,Aisne,Centre-Nord
2204,02204,2200,02200,SOISSONS CEDEX,02,Aisne,Centre-Nord
2203,02203,2200,02200,SOISSONS CEDEX,02,Aisne,Centre-Nord
2202,02202,2200,02200,SOISSONS CEDEX,02,Aisne,Centre-Nord
2201,02201,2200,02200,SOISSONS CEDEX,02,Aisne,Centre-Nord
2200,02200,2200,02200,ACY,02,Aisne,Centre-Nord
2210,02210,2210,02210,ARMENTIERES SUR OURCQ,02,Aisne,Centre-Nord
2220,02220,2220,02220,AUGY,02,Aisne,Centre-Nord
2230,02230,2230,02230,FRESNOY LE GRAND,02,Aisne,Centre-Nord
2240,02240,2240,02240,ALAINCOURT,02,Aisne,Centre-Nord
2250,02250,2250,02250,AUTREMENCOURT,02,Aisne,Centre-Nord
2260,02260,2260,02260,LA CAPELLE,02,Aisne,Centre-Nord
2270,02270,2270,02270,ASSIS SUR SERRE,02,Aisne,Centre-Nord
2290,02290,2290,02290,AMBLENY,02,Aisne,Centre-Nord
2304,02304,2300,02300,CHAUNY CEDEX,02,Aisne,Centre-Nord
2303,02303,2300,02300,CHAUNY CEDEX,02,Aisne,Centre-Nord
2302,02302,2300,02300,CHAUNY CEDEX,02,Aisne,Centre-Nord
2301,02301,2300,02300,CHAUNY CEDEX,02,Aisne,Centre-Nord
2300,02300,2300,02300,ABBECOURT,02,Aisne,Centre-Nord
2310,02310,2310,02310,BEZU LE GUERY,02,Aisne,Centre-Nord
2320,02320,2320,02320,ALLEMANT,02,Aisne,Centre-Nord
2330,02330,2330,02330,VALLEES EN CHAMPAGNE,02,Aisne,Centre-Nord
2340,02340,2340,02340,AGNICOURT ET SECHELLES,02,Aisne,Centre-Nord
2350,02350,2350,02350,BONCOURT,02,Aisne,Centre-Nord
2360,02360,2360,02360,ARCHON,02,Aisne,Centre-Nord
2370,02370,2370,02370,AIZY JOUY,02,Aisne,Centre-Nord
2380,02380,2380,02380,BASSOLES AULERS,02,Aisne,Centre-Nord
2390,02390,2390,02390,MONT D ORIGNY,02,Aisne,Centre-Nord
2407,02407,2400,02400,CHATEAU THIERRY CEDEX,02,Aisne,Centre-Nord
2406,02406,2400,02400,CHATEAU THIERRY CEDEX,02,Aisne,Centre-Nord
2405,02405,2400,02400,CHATEAU THIERRY CEDEX,02,Aisne,Centre-Nord
2404,02404,2400,02400,CHATEAU THIERRY CEDEX,02,Aisne,Centre-Nord
2403,02403,2400,02400,CHATEAU THIERRY CEDEX,02,Aisne,Centre-Nord
2402,02402,2400,02400,CHATEAU THIERRY CEDEX,02,Aisne,Centre-Nord
2401,02401,2400,02400,CHATEAU THIERRY CEDEX,02,Aisne,Centre-Nord
2400,02400,2400,02400,AZY SUR MARNE,02,Aisne,Centre-Nord
2410,02410,2410,02410,ST GOBAIN,02,Aisne,Centre-Nord
2420,02420,2420,02420,AUBENCHEUL AUX BOIS,02,Aisne,Centre-Nord
2430,02430,2430,02430,GAUCHY,02,Aisne,Centre-Nord
2440,02440,2440,02440,BENAY,02,Aisne,Centre-Nord
2450,02450,2450,02450,BERGUES SUR SAMBRE,02,Aisne,Centre-Nord
2460,02460,2460,02460,LA FERTE MILON,02,Aisne,Centre-Nord
2470,02470,2470,02470,DAMMARD,02,Aisne,Centre-Nord
2480,02480,2480,02480,ANNOIS,02,Aisne,Centre-Nord
2490,02490,2490,02490,ATTILLY,02,Aisne,Centre-Nord
2500,02500,2500,02500,ANY MARTIN RIEUX,02,Aisne,Centre-Nord
2510,02510,2510,02510,ETREUX,02,Aisne,Centre-Nord
2520,02520,2520,02520,FLAVY LE MARTEL,02,Aisne,Centre-Nord
2540,02540,2540,02540,L EPINE AUX BOIS,02,Aisne,Centre-Nord
2550,02550,2550,02550,ORIGNY EN THIERACHE,02,Aisne,Centre-Nord
2570,02570,2570,02570,LA CHAPELLE SUR CHEZY,02,Aisne,Centre-Nord
2580,02580,2580,02580,AUTREPPES,02,Aisne,Centre-Nord
2590,02590,2590,02590,AUBIGNY AUX KAISNES,02,Aisne,Centre-Nord
2604,02604,2600,02600,VILLERS COTTERETS CEDEX,02,Aisne,Centre-Nord
2603,02603,2600,02600,VILLERS COTTERETS CEDEX,02,Aisne,Centre-Nord
2602,02602,2600,02600,VILLERS COTTERETS CEDEX,02,Aisne,Centre-Nord
2600,02600,2600,02600,ANCIENVILLE,02,Aisne,Centre-Nord
2610,02610,2610,02610,MOY DE L AISNE,02,Aisne,Centre-Nord
2620,02620,2620,02620,BUIRONFOSSE,02,Aisne,Centre-Nord
2630,02630,2630,02630,MENNEVRET,02,Aisne,Centre-Nord
2640,02640,2640,02640,ST SIMON,02,Aisne,Centre-Nord
2650,02650,2650,02650,CREZANCY,02,Aisne,Centre-Nord
2670,02670,2670,02670,CHAMPS,02,Aisne,Centre-Nord
2680,02680,2680,02680,CASTRES,02,Aisne,Centre-Nord
2690,02690,2690,02690,ESSIGNY LE GRAND,02,Aisne,Centre-Nord
2700,02700,2700,02700,AMIGNY ROUY,02,Aisne,Centre-Nord
2720,02720,2720,02720,HOMBLIERES,02,Aisne,Centre-Nord
2760,02760,2760,02760,FRANCILLY SELENCY,02,Aisne,Centre-Nord
2790,02790,2790,02790,SERAUCOURT LE GRAND,02,Aisne,Centre-Nord
2800,02800,2800,02800,ACHERY,02,Aisne,Centre-Nord
2810,02810,2810,02810,BRUMETZ,02,Aisne,Centre-Nord
2820,02820,2820,02820,AIZELLES,02,Aisne,Centre-Nord
2830,02830,2830,02830,ST MICHEL,02,Aisne,Centre-Nord
2840,02840,2840,02840,ATHIES SOUS LAON,02,Aisne,Centre-Nord
2850,02850,2850,02850,BARZY SUR MARNE,02,Aisne,Centre-Nord
2860,02860,2860,02860,ARRANCY,02,Aisne,Centre-Nord
2870,02870,2870,02870,BESNY ET LOIZY,02,Aisne,Centre-Nord
2880,02880,2880,02880,BRAYE,02,Aisne,Centre-Nord
3018,03018,3000,03000,MOULINS CEDEX,03,Allier,AURA
3017,03017,3000,03000,MOULINS CEDEX,03,Allier,AURA
3016,03016,3000,03000,MOULINS CEDEX,03,Allier,AURA
3012,03012,3000,03000,MOULINS CEDEX,03,Allier,AURA
3011,03011,3000,03000,MOULINS CEDEX,03,Allier,AURA
3008,03008,3000,03000,MOULINS CEDEX,03,Allier,AURA
3007,03007,3000,03000,MOULINS CEDEX,03,Allier,AURA
3006,03006,3000,03000,MOULINS CEDEX,03,Allier,AURA
3005,03005,3000,03000,MOULINS CEDEX,03,Allier,AURA
3004,03004,3000,03000,MOULINS CEDEX,03,Allier,AURA
3003,03003,3000,03000,MOULINS CEDEX,03,Allier,AURA
3000,03000,3000,03000,AVERMES,03,Allier,AURA
3317,03317,3100,03100,MONTLUCON CEDEX,03,Allier,AURA
3311,03311,3100,03100,MONTLUCON CEDEX,03,Allier,AURA
3109,03109,3100,03100,MONTLUCON CEDEX,03,Allier,AURA
3108,03108,3100,03100,MONTLUCON CEDEX,03,Allier,AURA
3107,03107,3100,03100,MONTLUCON CEDEX,03,Allier,AURA
3106,03106,3100,03100,MONTLUCON CEDEX,03,Allier,AURA
3105,03105,3100,03100,MONTLUCON CEDEX,03,Allier,AURA
3104,03104,3100,03100,MONTLUCON CEDEX,03,Allier,AURA
3103,03103,3100,03100,MONTLUCON CEDEX,03,Allier,AURA
3102,03102,3100,03100,MONTLUCON CEDEX,03,Allier,AURA
3101,03101,3100,03100,MONTLUCON CEDEX,03,Allier,AURA
3100,03100,3100,03100,LAVAULT STE ANNE,03,Allier,AURA
3110,03110,3110,03110,BROUT VERNET,03,Allier,AURA
3120,03120,3120,03120,ANDELAROCHE,03,Allier,AURA
3130,03130,3130,03130,AVRILLY,03,Allier,AURA
3140,03140,3140,03140,BARBERIER,03,Allier,AURA
3150,03150,3150,03150,BOUCE,03,Allier,AURA
3160,03160,3160,03160,BOURBON L ARCHAMBAULT,03,Allier,AURA
3170,03170,3170,03170,BEZENET,03,Allier,AURA
3190,03190,3190,03190,AUDES,03,Allier,AURA
3209,03209,3200,03200,VICHY CEDEX,03,Allier,AURA
3208,03208,3200,03200,VICHY CEDEX,03,Allier,AURA
3207,03207,3200,03200,VICHY CEDEX,03,Allier,AURA
3206,03206,3200,03200,VICHY CEDEX,03,Allier,AURA
3205,03205,3200,03200,VICHY CEDEX,03,Allier,AURA
3204,03204,3200,03200,VICHY CEDEX,03,Allier,AURA
3203,03203,3200,03200,VICHY CEDEX,03,Allier,AURA
3202,03202,3200,03200,VICHY CEDEX,03,Allier,AURA
3201,03201,3200,03200,VICHY CEDEX,03,Allier,AURA
3200,03200,3200,03200,ABREST,03,Allier,AURA
3210,03210,3210,03210,AGONGES,03,Allier,AURA
3220,03220,3220,03220,CHATELPERRON,03,Allier,AURA
3230,03230,3230,03230,BEAULON,03,Allier,AURA
3240,03240,3240,03240,CRESSANGES,03,Allier,AURA
3250,03250,3250,03250,ARRONNES,03,Allier,AURA
3260,03260,3260,03260,BILLY,03,Allier,AURA
3270,03270,3270,03270,BUSSET,03,Allier,AURA
3290,03290,3290,03290,DIOU,03,Allier,AURA
3321,03321,3300,03300,VICHY CEDEX,03,Allier,AURA
3307,03307,3300,03300,CUSSET CEDEX,03,Allier,AURA
3306,03306,3300,03300,CUSSET CEDEX,03,Allier,AURA
3305,03305,3300,03300,CUSSET CEDEX,03,Allier,AURA
3304,03304,3300,03300,CUSSET CEDEX,03,Allier,AURA
3303,03303,3300,03300,CUSSET CEDEX,03,Allier,AURA
3302,03302,3300,03300,CUSSET CEDEX,03,Allier,AURA
3301,03301,3300,03300,CUSSET CEDEX,03,Allier,AURA
3300,03300,3300,03300,BOST,03,Allier,AURA
3310,03310,3310,03310,DURDAT LAREQUILLE,03,Allier,AURA
3320,03320,3320,03320,CHATEAU SUR ALLIER,03,Allier,AURA
3330,03330,3330,03330,BELLENAVES,03,Allier,AURA
3340,03340,3340,03340,BESSAY SUR ALLIER,03,Allier,AURA
3350,03350,3350,03350,LE BRETHON,03,Allier,AURA
3360,03360,3360,03360,AINAY LE CHATEAU,03,Allier,AURA
3370,03370,3370,03370,CHAMBERAT,03,Allier,AURA
3380,03380,3380,03380,ARCHIGNAT,03,Allier,AURA
3390,03390,3390,03390,BEAUNE D ALLIER,03,Allier,AURA
3405,03405,3400,03400,YZEURE CEDEX,03,Allier,AURA
3403,03403,3400,03400,YZEURE CEDEX,03,Allier,AURA
3402,03402,3400,03400,YZEURE CEDEX,03,Allier,AURA
3401,03401,3400,03400,YZEURE CEDEX,03,Allier,AURA
3400,03400,3400,03400,GENNETINES,03,Allier,AURA
3410,03410,3410,03410,DOMERAT,03,Allier,AURA
3420,03420,3420,03420,ARPHEUILLES ST PRIEST,03,Allier,AURA
3430,03430,3430,03430,COSNE D ALLIER,03,Allier,AURA
3440,03440,3440,03440,BUXIERES LES MINES,03,Allier,AURA
3450,03450,3450,03450,CHOUVIGNY,03,Allier,AURA
3460,03460,3460,03460,AUBIGNY,03,Allier,AURA
3470,03470,3470,03470,COULANGES,03,Allier,AURA
3500,03500,3500,03500,BAYET,03,Allier,AURA
3510,03510,3510,03510,CHASSENARD,03,Allier,AURA
3600,03600,3600,03600,LA CELLE,03,Allier,AURA
3630,03630,3630,03630,DESERTINES,03,Allier,AURA
3700,03700,3700,03700,BELLERIVE SUR ALLIER,03,Allier,AURA
3800,03800,3800,03800,BEGUES,03,Allier,AURA
4995,04995,4000,04000,DIGNE LES BAINS CEDEX 9,04,Alpes-de-Haute-Provence,Sud-Est
4990,04990,4000,04000,DIGNE LES BAINS CEDEX 9,04,Alpes-de-Haute-Provence,Sud-Est
4017,04017,4000,04000,DIGNE LES BAINS CEDEX,04,Alpes-de-Haute-Provence,Sud-Est
4015,04015,4000,04000,DIGNE LES BAINS CEDEX,04,Alpes-de-Haute-Provence,Sud-Est
4014,04014,4000,04000,DIGNE LES BAINS CEDEX,04,Alpes-de-Haute-Provence,Sud-Est
4013,04013,4000,04000,DIGNE LES BAINS CEDEX,04,Alpes-de-Haute-Provence,Sud-Est
4012,04012,4000,04000,DIGNE LES BAINS CEDEX,04,Alpes-de-Haute-Provence,Sud-Est
4011,04011,4000,04000,DIGNE LES BAINS CEDEX,04,Alpes-de-Haute-Provence,Sud-Est
4010,04010,4000,04000,DIGNE LES BAINS CEDEX,04,Alpes-de-Haute-Provence,Sud-Est
4008,04008,4000,04000,DIGNE LES BAINS CEDEX,04,Alpes-de-Haute-Provence,Sud-Est
4007,04007,4000,04000,DIGNE LES BAINS CEDEX,04,Alpes-de-Haute-Provence,Sud-Est
4005,04005,4000,04000,DIGNE LES BAINS CEDEX,04,Alpes-de-Haute-Provence,Sud-Est
4004,04004,4000,04000,DIGNE LES BAINS CEDEX,04,Alpes-de-Haute-Provence,Sud-Est
4003,04003,4000,04000,DIGNE LES BAINS CEDEX,04,Alpes-de-Haute-Provence,Sud-Est
4002,04002,4000,04000,DIGNE LES BAINS CEDEX,04,Alpes-de-Haute-Provence,Sud-Est
4001,04001,4000,04000,DIGNE-LES-BAINS CEDEX,04,Alpes-de-Haute-Provence,Sud-Est
4000,04000,4000,04000,DIGNE LES BAINS,04,Alpes-de-Haute-Provence,Sud-Est
4107,04107,4100,04100,MANOSQUE CEDEX,04,Alpes-de-Haute-Provence,Sud-Est
4106,04106,4100,04100,MANOSQUE CEDEX,04,Alpes-de-Haute-Provence,Sud-Est
4105,04105,4100,04100,MANOSQUE CEDEX,04,Alpes-de-Haute-Provence,Sud-Est
