TYPE_INTER,MACHINE,KEY,MARQUE,METROPOLE,Type_tarif,Montant,PROD,valid_from,valid_to
DESINSTALLATION,FONTAINE A EAU,DESINSTALLATION_FONTAINE A EAU,NESHU,0,Remise niv1,140,1,2000-01-01,
DESINSTALLATION,FONTAINE A EAU,DESINSTALLATION_FONTAINE A EAU,NESHU,0,Remise niv2,140,1,2000-01-01,
DESINSTALLATION,FONTAINE A EAU,DESINSTALLATION_FONTAINE A EAU,NESHU,0,Tarif normal,140,1,2000-01-01,
DESINSTALLATION,FONTAINE A EAU,DESINSTALLATION_FONTAINE A EAU,NESHU,1,Remise niv1,140,1,2000-01-01,
DESINSTALLATION,FONTAINE A EAU,DESINSTALLATION_FONTAINE A EAU,NESHU,1,Remise niv2,140,1,2000-01-01,
DESINSTALLATION,FONTAINE A EAU,DESINSTALLATION_FONTAINE A EAU,NESHU,1,Tarif normal,140,1,2000-01-01,
DESINSTALLATION,GEMINI,DESINSTALLATION_GEMINI,NESHU,0,Remise niv1,82,1,2000-01-01,
DESINSTALLATION,GEMINI,DESINSTALLATION_GEMINI,NESHU,0,Remise niv2,82,1,2000-01-01,
DESINSTALLATION,GEMINI,DESINSTALLATION_GEMINI,NESHU,0,Tarif normal,82,1,2000-01-01,
DESINSTALLATION,GEMINI,DESINSTALLATION_GEMINI,NESHU,1,Remise niv1,82,1,2000-01-01,
DESINSTALLATION,GEMINI,DESINSTALLATION_GEMINI,NESHU,1,Remise niv2,82,1,2000-01-01,
DESINSTALLATION,GEMINI,DESINSTALLATION_GEMINI,NESHU,1,Tarif normal,82,1,2000-01-01,
DESINSTALLATION,LAVE VERRES,DESINSTALLATION_LAVE VERRES,NESHU,0,Remise niv1,94,1,2000-01-01,
DESINSTALLATION,LAVE VERRES,DESINSTALLATION_LAVE VERRES,NESHU,0,Remise niv2,69,1,2000-01-01,
DESINSTALLATION,LAVE VERRES,DESINSTALLATION_LAVE VERRES,NESHU,0,Tarif normal,125,1,2000-01-01,
DESINSTALLATION,LAVE VERRES,DESINSTALLATION_LAVE VERRES,NESHU,1,Remise niv1,71,1,2000-01-01,
DESINSTALLATION,LAVE VERRES,DESINSTALLATION_LAVE VERRES,NESHU,1,Remise niv2,52,1,2000-01-01,
DESINSTALLATION,LAVE VERRES,DESINSTALLATION_LAVE VERRES,NESHU,1,Tarif normal,95,1,2000-01-01,
DESINSTALLATION,M100,DESINSTALLATION_M100,NESHU,0,Remise niv1,110,1,2000-01-01,
DESINSTALLATION,M100,DESINSTALLATION_M100,NESHU,0,Remise niv2,110,1,2000-01-01,
DESINSTALLATION,M100,DESINSTALLATION_M100,NESHU,0,Tarif normal,110,1,2000-01-01,
DESINSTALLATION,M100,DESINSTALLATION_M100,NESHU,1,Remise niv1,110,1,2000-01-01,
DESINSTALLATION,M100,DESINSTALLATION_M100,NESHU,1,Remise niv2,110,1,2000-01-01,
DESINSTALLATION,M100,DESINSTALLATION_M100,NESHU,1,Tarif normal,110,1,2000-01-01,
DESINSTALLATION,M200,DESINSTALLATION_M200,NESHU,0,Remise niv1,110,1,2000-01-01,
DESINSTALLATION,M200,DESINSTALLATION_M200,NESHU,0,Remise niv2,110,1,2000-01-01,
DESINSTALLATION,M200,DESINSTALLATION_M200,NESHU,0,Tarif normal,110,1,2000-01-01,
DESINSTALLATION,M200,DESINSTALLATION_M200,NESHU,1,Remise niv1,110,1,2000-01-01,
DESINSTALLATION,M200,DESINSTALLATION_M200,NESHU,1,Remise niv2,110,1,2000-01-01,
DESINSTALLATION,M200,DESINSTALLATION_M200,NESHU,1,Tarif normal,110,1,2000-01-01,
DESINSTALLATION,MILANO,DESINSTALLATION_MILANO,NESHU,0,Remise niv1,82,1,2000-01-01,
DESINSTALLATION,MILANO,DESINSTALLATION_MILANO,NESHU,0,Remise niv2,82,1,2000-01-01,
DESINSTALLATION,MILANO,DESINSTALLATION_MILANO,NESHU,0,Tarif normal,82,1,2000-01-01,
DESINSTALLATION,MILANO,DESINSTALLATION_MILANO,NESHU,1,Remise niv1,82,1,2000-01-01,
DESINSTALLATION,MILANO,DESINSTALLATION_MILANO,NESHU,1,Remise niv2,82,1,2000-01-01,
DESINSTALLATION,MILANO,DESINSTALLATION_MILANO,NESHU,1,Tarif normal,82,1,2000-01-01,
DESINSTALLATION,MINITOW,DESINSTALLATION_MINITOW,NESHU,0,Remise niv1,275,1,2000-01-01,
DESINSTALLATION,MINITOW,DESINSTALLATION_MINITOW,NESHU,0,Remise niv2,275,1,2000-01-01,
DESINSTALLATION,MINITOW,DESINSTALLATION_MINITOW,NESHU,0,Tarif normal,275,1,2000-01-01,
DESINSTALLATION,MINITOW,DESINSTALLATION_MINITOW,NESHU,1,Remise niv1,275,1,2000-01-01,
DESINSTALLATION,MINITOW,DESINSTALLATION_MINITOW,NESHU,1,Remise niv2,275,1,2000-01-01,
DESINSTALLATION,MINITOW,DESINSTALLATION_MINITOW,NESHU,1,Tarif normal,275,1,2000-01-01,
DESINSTALLATION,MODULOTHE,DESINSTALLATION_MODULOTHE,NESHU,0,Remise niv1,82,1,2000-01-01,
DESINSTALLATION,MODULOTHE,DESINSTALLATION_MODULOTHE,NESHU,0,Remise niv2,82,1,2000-01-01,
DESINSTALLATION,MODULOTHE,DESINSTALLATION_MODULOTHE,NESHU,0,Tarif normal,82,1,2000-01-01,
DESINSTALLATION,MODULOTHE,DESINSTALLATION_MODULOTHE,NESHU,1,Remise niv1,82,1,2000-01-01,
DESINSTALLATION,MODULOTHE,DESINSTALLATION_MODULOTHE,NESHU,1,Remise niv2,82,1,2000-01-01,
DESINSTALLATION,MODULOTHE,DESINSTALLATION_MODULOTHE,NESHU,1,Tarif normal,82,1,2000-01-01,
DESINSTALLATION,SNACKING,DESINSTALLATION_SNACKING,NESHU,0,Remise niv1,82,1,2000-01-01,
DESINSTALLATION,SNACKING,DESINSTALLATION_SNACKING,NESHU,0,Remise niv2,82,1,2000-01-01,
DESINSTALLATION,SNACKING,DESINSTALLATION_SNACKING,NESHU,0,Tarif normal,82,1,2000-01-01,
DESINSTALLATION,SNACKING,DESINSTALLATION_SNACKING,NESHU,1,Remise niv1,82,1,2000-01-01,
DESINSTALLATION,SNACKING,DESINSTALLATION_SNACKING,NESHU,1,Remise niv2,82,1,2000-01-01,
DESINSTALLATION,SNACKING,DESINSTALLATION_SNACKING,NESHU,1,Tarif normal,82,1,2000-01-01,
DESINSTALLATION,TOWER GEMINI,DESINSTALLATION_TOWER GEMINI,NESHU,0,Remise niv1,82,1,2000-01-01,
DESINSTALLATION,TOWER GEMINI,DESINSTALLATION_TOWER GEMINI,NESHU,0,Remise niv2,82,1,2000-01-01,
DESINSTALLATION,TOWER GEMINI,DESINSTALLATION_TOWER GEMINI,NESHU,0,Tarif normal,82,1,2000-01-01,
DESINSTALLATION,TOWER GEMINI,DESINSTALLATION_TOWER GEMINI,NESHU,1,Remise niv1,82,1,2000-01-01,
DESINSTALLATION,TOWER GEMINI,DESINSTALLATION_TOWER GEMINI,NESHU,1,Remise niv2,82,1,2000-01-01,
DESINSTALLATION,TOWER GEMINI,DESINSTALLATION_TOWER GEMINI,NESHU,1,Tarif normal,82,1,2000-01-01,
DESINSTALLATION,ZENIUS,DESINSTALLATION_ZENIUS,NESHU,0,Remise niv1,82,1,2000-01-01,
DESINSTALLATION,ZENIUS,DESINSTALLATION_ZENIUS,NESHU,0,Remise niv2,82,1,2000-01-01,
DESINSTALLATION,ZENIUS,DESINSTALLATION_ZENIUS,NESHU,0,Tarif normal,82,1,2000-01-01,
DESINSTALLATION,ZENIUS,DESINSTALLATION_ZENIUS,NESHU,1,Remise niv1,82,1,2000-01-01,
DESINSTALLATION,ZENIUS,DESINSTALLATION_ZENIUS,NESHU,1,Remise niv2,82,1,2000-01-01,
DESINSTALLATION,ZENIUS,DESINSTALLATION_ZENIUS,NESHU,1,Tarif normal,82,1,2000-01-01,
INSTALLATION,AGUILA2,INSTALLATION_AGUILA2,NESHU,0,Remise niv1,350,3,2000-01-01,
INSTALLATION,AGUILA2,INSTALLATION_AGUILA2,NESHU,0,Remise niv2,350,3,2000-01-01,
INSTALLATION,AGUILA2,INSTALLATION_AGUILA2,NESHU,0,Tarif normal,350,3,2000-01-01,
INSTALLATION,AGUILA2,INSTALLATION_AGUILA2,NESHU,1,Remise niv1,350,3,2000-01-01,
INSTALLATION,AGUILA2,INSTALLATION_AGUILA2,NESHU,1,Remise niv2,350,3,2000-01-01,
INSTALLATION,AGUILA2,INSTALLATION_AGUILA2,NESHU,1,Tarif normal,350,3,2000-01-01,
INSTALLATION,AGUILA4,INSTALLATION_AGUILA4,NESHU,0,Remise niv1,350,3,2000-01-01,
INSTALLATION,AGUILA4,INSTALLATION_AGUILA4,NESHU,0,Remise niv2,350,3,2000-01-01,
INSTALLATION,AGUILA4,INSTALLATION_AGUILA4,NESHU,0,Tarif normal,350,3,2000-01-01,
INSTALLATION,AGUILA4,INSTALLATION_AGUILA4,NESHU,1,Remise niv1,350,3,2000-01-01,
INSTALLATION,AGUILA4,INSTALLATION_AGUILA4,NESHU,1,Remise niv2,350,3,2000-01-01,
INSTALLATION,AGUILA4,INSTALLATION_AGUILA4,NESHU,1,Tarif normal,350,3,2000-01-01,
INSTALLATION,DISP GEMINI,INSTALLATION_DISP GEMINI,NESHU,0,Remise niv1,82,1,2000-01-01,
INSTALLATION,DISP GEMINI,INSTALLATION_DISP GEMINI,NESHU,0,Remise niv2,82,1,2000-01-01,
INSTALLATION,DISP GEMINI,INSTALLATION_DISP GEMINI,NESHU,0,Tarif normal,82,1,2000-01-01,
INSTALLATION,DISP GEMINI,INSTALLATION_DISP GEMINI,NESHU,1,Remise niv1,82,1,2000-01-01,
INSTALLATION,DISP GEMINI,INSTALLATION_DISP GEMINI,NESHU,1,Remise niv2,82,1,2000-01-01,
INSTALLATION,DISP GEMINI,INSTALLATION_DISP GEMINI,NESHU,1,Tarif normal,82,1,2000-01-01,
INSTALLATION,DISP MINI,INSTALLATION_DISP MINI,NESHU,0,Remise niv1,275,2,2000-01-01,
INSTALLATION,DISP MINI,INSTALLATION_DISP MINI,NESHU,0,Remise niv2,275,2,2000-01-01,
INSTALLATION,DISP MINI,INSTALLATION_DISP MINI,NESHU,0,Tarif normal,275,2,2000-01-01,
INSTALLATION,DISP MINI,INSTALLATION_DISP MINI,NESHU,1,Remise niv1,275,2,2000-01-01,
INSTALLATION,DISP MINI,INSTALLATION_DISP MINI,NESHU,1,Remise niv2,275,2,2000-01-01,
INSTALLATION,DISP MINI,INSTALLATION_DISP MINI,NESHU,1,Tarif normal,275,2,2000-01-01,
INSTALLATION,DISP SBS,INSTALLATION_DISP SBS,NESHU,0,Remise niv1,82,1,2000-01-01,
INSTALLATION,DISP SBS,INSTALLATION_DISP SBS,NESHU,0,Remise niv2,82,1,2000-01-01,
INSTALLATION,DISP SBS,INSTALLATION_DISP SBS,NESHU,0,Tarif normal,82,1,2000-01-01,
INSTALLATION,DISP SBS,INSTALLATION_DISP SBS,NESHU,1,Remise niv1,82,1,2000-01-01,
INSTALLATION,DISP SBS,INSTALLATION_DISP SBS,NESHU,1,Remise niv2,82,1,2000-01-01,
INSTALLATION,DISP SBS,INSTALLATION_DISP SBS,NESHU,1,Tarif normal,82,1,2000-01-01,
INSTALLATION,FONTAINE A EAU,INSTALLATION_FONTAINE A EAU,NESHU,0,Remise niv1,140,1,2000-01-01,
INSTALLATION,FONTAINE A EAU,INSTALLATION_FONTAINE A EAU,NESHU,0,Remise niv2,140,1,2000-01-01,
INSTALLATION,FONTAINE A EAU,INSTALLATION_FONTAINE A EAU,NESHU,0,Tarif normal,140,1,2000-01-01,
INSTALLATION,FONTAINE A EAU,INSTALLATION_FONTAINE A EAU,NESHU,1,Remise niv1,140,1,2000-01-01,
INSTALLATION,FONTAINE A EAU,INSTALLATION_FONTAINE A EAU,NESHU,1,Remise niv2,140,1,2000-01-01,
INSTALLATION,FONTAINE A EAU,INSTALLATION_FONTAINE A EAU,NESHU,1,Tarif normal,140,1,2000-01-01,
INSTALLATION,GEMINI,INSTALLATION_GEMINI,NESHU,0,Remise niv1,82,1,2000-01-01,
INSTALLATION,GEMINI,INSTALLATION_GEMINI,NESHU,0,Remise niv2,82,1,2000-01-01,
INSTALLATION,GEMINI,INSTALLATION_GEMINI,NESHU,0,Tarif normal,82,1,2000-01-01,
INSTALLATION,GEMINI,INSTALLATION_GEMINI,NESHU,1,Remise niv1,82,1,2000-01-01,
INSTALLATION,GEMINI,INSTALLATION_GEMINI,NESHU,1,Remise niv2,82,1,2000-01-01,
INSTALLATION,GEMINI,INSTALLATION_GEMINI,NESHU,1,Tarif normal,82,1,2000-01-01,
INSTALLATION,LAVE VERRES,INSTALLATION_LAVE VERRES,NESHU,1,Remise niv1,86,1,2000-01-01,
INSTALLATION,LAVE VERRES,INSTALLATION_LAVE VERRES,NESHU,1,Remise niv2,63,1,2000-01-01,
INSTALLATION,LAVE VERRES,INSTALLATION_LAVE VERRES,NESHU,1,Tarif normal,115,1,2000-01-01,
INSTALLATION,M100,INSTALLATION_M100,NESHU,0,Remise niv1,82,1,2000-01-01,
INSTALLATION,M100,INSTALLATION_M100,NESHU,0,Remise niv2,82,1,2000-01-01,
INSTALLATION,M100,INSTALLATION_M100,NESHU,0,Tarif normal,82,1,2000-01-01,
INSTALLATION,M100,INSTALLATION_M100,NESHU,1,Remise niv1,82,1,2000-01-01,
INSTALLATION,M100,INSTALLATION_M100,NESHU,1,Remise niv2,82,1,2000-01-01,
INSTALLATION,M100,INSTALLATION_M100,NESHU,1,Tarif normal,82,1,2000-01-01,
INSTALLATION,M200,INSTALLATION_M200,NESHU,0,Remise niv1,82,1,2000-01-01,
INSTALLATION,M200,INSTALLATION_M200,NESHU,0,Remise niv2,82,1,2000-01-01,
INSTALLATION,M200,INSTALLATION_M200,NESHU,0,Tarif normal,82,1,2000-01-01,
INSTALLATION,M200,INSTALLATION_M200,NESHU,1,Remise niv1,82,1,2000-01-01,
INSTALLATION,M200,INSTALLATION_M200,NESHU,1,Remise niv2,82,1,2000-01-01,
INSTALLATION,M200,INSTALLATION_M200,NESHU,1,Tarif normal,82,1,2000-01-01,
INSTALLATION,MILANO,INSTALLATION_MILANO,NESHU,0,Remise niv1,82,1,2000-01-01,
INSTALLATION,MILANO,INSTALLATION_MILANO,NESHU,0,Remise niv2,82,1,2000-01-01,
INSTALLATION,MILANO,INSTALLATION_MILANO,NESHU,0,Tarif normal,82,1,2000-01-01,
INSTALLATION,MILANO,INSTALLATION_MILANO,NESHU,1,Remise niv1,82,1,2000-01-01,
INSTALLATION,MILANO,INSTALLATION_MILANO,NESHU,1,Remise niv2,82,1,2000-01-01,
INSTALLATION,MILANO,INSTALLATION_MILANO,NESHU,1,Tarif normal,82,1,2000-01-01,
INSTALLATION,MINITOW,INSTALLATION_MINITOW,NESHU,0,Remise niv1,275,1,2000-01-01,
INSTALLATION,MINITOW,INSTALLATION_MINITOW,NESHU,0,Remise niv2,275,1,2000-01-01,
INSTALLATION,MINITOW,INSTALLATION_MINITOW,NESHU,0,Tarif normal,275,1,2000-01-01,
INSTALLATION,MINITOW,INSTALLATION_MINITOW,NESHU,1,Remise niv1,275,1,2000-01-01,
INSTALLATION,MINITOW,INSTALLATION_MINITOW,NESHU,1,Remise niv2,275,1,2000-01-01,
INSTALLATION,MINITOW,INSTALLATION_MINITOW,NESHU,1,Tarif normal,275,1,2000-01-01,
INSTALLATION,MODULOTHE,INSTALLATION_MODULOTHE,NESHU,0,Remise niv1,82,1,2000-01-01,
INSTALLATION,MODULOTHE,INSTALLATION_MODULOTHE,NESHU,0,Remise niv2,82,1,2000-01-01,
INSTALLATION,MODULOTHE,INSTALLATION_MODULOTHE,NESHU,0,Tarif normal,82,1,2000-01-01,
INSTALLATION,MODULOTHE,INSTALLATION_MODULOTHE,NESHU,1,Remise niv1,82,1,2000-01-01,
INSTALLATION,MODULOTHE,INSTALLATION_MODULOTHE,NESHU,1,Remise niv2,82,1,2000-01-01,
INSTALLATION,MODULOTHE,INSTALLATION_MODULOTHE,NESHU,1,Tarif normal,82,1,2000-01-01,
INSTALLATION,SNACKING,INSTALLATION_SNACKING,NESHU,0,Remise niv1,82,1,2000-01-01,
INSTALLATION,SNACKING,INSTALLATION_SNACKING,NESHU,0,Remise niv2,82,1,2000-01-01,
INSTALLATION,SNACKING,INSTALLATION_SNACKING,NESHU,0,Tarif normal,82,1,2000-01-01,
INSTALLATION,SNACKING,INSTALLATION_SNACKING,NESHU,1,Remise niv1,82,1,2000-01-01,
INSTALLATION,SNACKING,INSTALLATION_SNACKING,NESHU,1,Remise niv2,82,1,2000-01-01,
INSTALLATION,SNACKING,INSTALLATION_SNACKING,NESHU,1,Tarif normal,82,1,2000-01-01,
INSTALLATION,TOWER GEMINI,INSTALLATION_TOWER GEMINI,NESHU,0,Remise niv1,82,1,2000-01-01,
INSTALLATION,TOWER GEMINI,INSTALLATION_TOWER GEMINI,NESHU,0,Remise niv2,82,1,2000-01-01,
INSTALLATION,TOWER GEMINI,INSTALLATION_TOWER GEMINI,NESHU,0,Tarif normal,82,1,2000-01-01,
INSTALLATION,TOWER GEMINI,INSTALLATION_TOWER GEMINI,NESHU,1,Remise niv1,82,1,2000-01-01,
INSTALLATION,TOWER GEMINI,INSTALLATION_TOWER GEMINI,NESHU,1,Remise niv2,82,1,2000-01-01,
INSTALLATION,TOWER GEMINI,INSTALLATION_TOWER GEMINI,NESHU,1,Tarif normal,82,1,2000-01-01,
INSTALLATION,ZENIUS,INSTALLATION_ZENIUS,NESHU,0,Remise niv1,82,1,2000-01-01,
INSTALLATION,ZENIUS,INSTALLATION_ZENIUS,NESHU,0,Remise niv2,82,1,2000-01-01,
INSTALLATION,ZENIUS,INSTALLATION_ZENIUS,NESHU,0,Tarif normal,82,1,2000-01-01,
INSTALLATION,ZENIUS,INSTALLATION_ZENIUS,NESHU,1,Remise niv1,82,1,2000-01-01,
INSTALLATION,ZENIUS,INSTALLATION_ZENIUS,NESHU,1,Remise niv2,82,1,2000-01-01,
INSTALLATION,ZENIUS,INSTALLATION_ZENIUS,NESHU,1,Tarif normal,82,1,2000-01-01,
LIVRAISON,FONTAINE A EAU,LIVRAISON_FONTAINE A EAU,NESHU,0,Remise niv1,45,1,2000-01-01,
LIVRAISON,FONTAINE A EAU,LIVRAISON_FONTAINE A EAU,NESHU,0,Remise niv2,45,1,2000-01-01,
LIVRAISON,FONTAINE A EAU,LIVRAISON_FONTAINE A EAU,NESHU,0,Tarif normal,45,1,2000-01-01,
LIVRAISON,FONTAINE A EAU,LIVRAISON_FONTAINE A EAU,NESHU,1,Remise niv1,45,1,2000-01-01,
LIVRAISON,FONTAINE A EAU,LIVRAISON_FONTAINE A EAU,NESHU,1,Remise niv2,45,1,2000-01-01,
LIVRAISON,FONTAINE A EAU,LIVRAISON_FONTAINE A EAU,NESHU,1,Tarif normal,45,1,2000-01-01,
PREVENTIVE,AGUILA2,PREVENTIVE_AGUILA2,NESHU,0,Remise niv1,450,2,2000-01-01,
PREVENTIVE,AGUILA2,PREVENTIVE_AGUILA2,NESHU,0,Remise niv2,450,2,2000-01-01,
PREVENTIVE,AGUILA2,PREVENTIVE_AGUILA2,NESHU,0,Tarif normal,450,2,2000-01-01,
PREVENTIVE,AGUILA2,PREVENTIVE_AGUILA2,NESHU,1,Remise niv1,450,2,2000-01-01,
PREVENTIVE,AGUILA2,PREVENTIVE_AGUILA2,NESHU,1,Remise niv2,450,2,2000-01-01,
PREVENTIVE,AGUILA2,PREVENTIVE_AGUILA2,NESHU,1,Tarif normal,450,2,2000-01-01,
PREVENTIVE,AGUILA4,PREVENTIVE_AGUILA4,NESHU,0,Remise niv1,375,3,2000-01-01,
PREVENTIVE,AGUILA4,PREVENTIVE_AGUILA4,NESHU,0,Remise niv2,375,3,2000-01-01,
PREVENTIVE,AGUILA4,PREVENTIVE_AGUILA4,NESHU,0,Tarif normal,375,3,2000-01-01,
PREVENTIVE,AGUILA4,PREVENTIVE_AGUILA4,NESHU,1,Remise niv1,375,3,2000-01-01,
PREVENTIVE,AGUILA4,PREVENTIVE_AGUILA4,NESHU,1,Remise niv2,375,3,2000-01-01,
PREVENTIVE,AGUILA4,PREVENTIVE_AGUILA4,NESHU,1,Tarif normal,375,3,2000-01-01,
PREVENTIVE,DISP GEMINI,PREVENTIVE_DISP GEMINI,NESHU,0,Remise niv1,82,1,2000-01-01,
PREVENTIVE,DISP GEMINI,PREVENTIVE_DISP GEMINI,NESHU,0,Remise niv2,82,1,2000-01-01,
PREVENTIVE,DISP GEMINI,PREVENTIVE_DISP GEMINI,NESHU,0,Tarif normal,82,1,2000-01-01,
PREVENTIVE,DISP GEMINI,PREVENTIVE_DISP GEMINI,NESHU,1,Remise niv1,82,1,2000-01-01,
PREVENTIVE,DISP GEMINI,PREVENTIVE_DISP GEMINI,NESHU,1,Remise niv2,82,1,2000-01-01,
PREVENTIVE,DISP GEMINI,PREVENTIVE_DISP GEMINI,NESHU,1,Tarif normal,82,1,2000-01-01,
PREVENTIVE,DISP MINI,PREVENTIVE_DISP MINI,NESHU,0,Remise niv1,82,1,2000-01-01,
PREVENTIVE,DISP MINI,PREVENTIVE_DISP MINI,NESHU,0,Remise niv2,82,1,2000-01-01,
PREVENTIVE,DISP MINI,PREVENTIVE_DISP MINI,NESHU,0,Tarif normal,82,1,2000-01-01,
PREVENTIVE,DISP MINI,PREVENTIVE_DISP MINI,NESHU,1,Remise niv1,82,1,2000-01-01,
PREVENTIVE,DISP MINI,PREVENTIVE_DISP MINI,NESHU,1,Remise niv2,82,1,2000-01-01,
PREVENTIVE,DISP MINI,PREVENTIVE_DISP MINI,NESHU,1,Tarif normal,82,1,2000-01-01,
PREVENTIVE,DISP SBS,PREVENTIVE_DISP SBS,NESHU,0,Remise niv1,82,1,2000-01-01,
PREVENTIVE,DISP SBS,PREVENTIVE_DISP SBS,NESHU,0,Remise niv2,82,1,2000-01-01,
PREVENTIVE,DISP SBS,PREVENTIVE_DISP SBS,NESHU,0,Tarif normal,82,1,2000-01-01,
PREVENTIVE,DISP SBS,PREVENTIVE_DISP SBS,NESHU,1,Remise niv1,82,1,2000-01-01,
PREVENTIVE,DISP SBS,PREVENTIVE_DISP SBS,NESHU,1,Remise niv2,82,1,2000-01-01,
PREVENTIVE,DISP SBS,PREVENTIVE_DISP SBS,NESHU,1,Tarif normal,82,1,2000-01-01,
PREVENTIVE,FONTAINE A EAU,PREVENTIVE_FONTAINE A EAU,NESHU,0,Remise niv1,115,1,2000-01-01,
PREVENTIVE,FONTAINE A EAU,PREVENTIVE_FONTAINE A EAU,NESHU,0,Remise niv2,115,1,2000-01-01,
PREVENTIVE,FONTAINE A EAU,PREVENTIVE_FONTAINE A EAU,NESHU,0,Tarif normal,115,1,2000-01-01,
PREVENTIVE,FONTAINE A EAU,PREVENTIVE_FONTAINE A EAU,NESHU,1,Remise niv1,115,1,2000-01-01,
PREVENTIVE,FONTAINE A EAU,PREVENTIVE_FONTAINE A EAU,NESHU,1,Remise niv2,115,1,2000-01-01,
PREVENTIVE,FONTAINE A EAU,PREVENTIVE_FONTAINE A EAU,NESHU,1,Tarif normal,115,1,2000-01-01,
PREVENTIVE,GEMINI,PREVENTIVE_GEMINI,NESHU,0,Remise niv1,82,1,2000-01-01,
PREVENTIVE,GEMINI,PREVENTIVE_GEMINI,NESHU,0,Remise niv2,82,1,2000-01-01,
PREVENTIVE,GEMINI,PREVENTIVE_GEMINI,NESHU,0,Tarif normal,82,1,2000-01-01,
PREVENTIVE,GEMINI,PREVENTIVE_GEMINI,NESHU,1,Remise niv1,82,1,2000-01-01,
PREVENTIVE,GEMINI,PREVENTIVE_GEMINI,NESHU,1,Remise niv2,82,1,2000-01-01,
PREVENTIVE,GEMINI,PREVENTIVE_GEMINI,NESHU,1,Tarif normal,82,1,2000-01-01,
PREVENTIVE,LAVE VERRES,PREVENTIVE_LAVE VERRES,NESHU,0,Remise niv1,0,1,2000-01-01,
PREVENTIVE,LAVE VERRES,PREVENTIVE_LAVE VERRES,NESHU,0,Remise niv2,0,1,2000-01-01,
PREVENTIVE,LAVE VERRES,PREVENTIVE_LAVE VERRES,NESHU,0,Tarif normal,0,1,2000-01-01,
PREVENTIVE,LAVE VERRES,PREVENTIVE_LAVE VERRES,NESHU,1,Remise niv1,0,1,2000-01-01,
PREVENTIVE,LAVE VERRES,PREVENTIVE_LAVE VERRES,NESHU,1,Remise niv2,0,1,2000-01-01,
PREVENTIVE,LAVE VERRES,PREVENTIVE_LAVE VERRES,NESHU,1,Tarif normal,0,1,2000-01-01,
PREVENTIVE,M100,PREVENTIVE_M100,NESHU,0,Remise niv1,82,1,2000-01-01,
PREVENTIVE,M100,PREVENTIVE_M100,NESHU,0,Remise niv2,82,1,2000-01-01,
PREVENTIVE,M100,PREVENTIVE_M100,NESHU,0,Tarif normal,82,1,2000-01-01,
PREVENTIVE,M100,PREVENTIVE_M100,NESHU,1,Remise niv1,82,1,2000-01-01,
PREVENTIVE,M100,PREVENTIVE_M100,NESHU,1,Remise niv2,82,1,2000-01-01,
PREVENTIVE,M100,PREVENTIVE_M100,NESHU,1,Tarif normal,82,1,2000-01-01,
PREVENTIVE,M200,PREVENTIVE_M200,NESHU,0,Remise niv1,82,1,2000-01-01,
PREVENTIVE,M200,PREVENTIVE_M200,NESHU,0,Remise niv2,82,1,2000-01-01,
PREVENTIVE,M200,PREVENTIVE_M200,NESHU,0,Tarif normal,82,1,2000-01-01,
PREVENTIVE,M200,PREVENTIVE_M200,NESHU,1,Remise niv1,82,1,2000-01-01,
PREVENTIVE,M200,PREVENTIVE_M200,NESHU,1,Remise niv2,82,1,2000-01-01,
PREVENTIVE,M200,PREVENTIVE_M200,NESHU,1,Tarif normal,82,1,2000-01-01,
PREVENTIVE,MILANO,PREVENTIVE_MILANO,NESHU,0,Remise niv1,82,1,2000-01-01,
PREVENTIVE,MILANO,PREVENTIVE_MILANO,NESHU,0,Remise niv2,82,1,2000-01-01,
PREVENTIVE,MILANO,PREVENTIVE_MILANO,NESHU,0,Tarif normal,82,1,2000-01-01,
PREVENTIVE,MILANO,PREVENTIVE_MILANO,NESHU,1,Remise niv1,82,1,2000-01-01,
PREVENTIVE,MILANO,PREVENTIVE_MILANO,NESHU,1,Remise niv2,82,1,2000-01-01,
PREVENTIVE,MILANO,PREVENTIVE_MILANO,NESHU,1,Tarif normal,82,1,2000-01-01,
PREVENTIVE,MINITOW,PREVENTIVE_MINITOW,NESHU,0,Remise niv1,82,1,2000-01-01,
PREVENTIVE,MINITOW,PREVENTIVE_MINITOW,NESHU,0,Remise niv2,82,1,2000-01-01,
PREVENTIVE,MINITOW,PREVENTIVE_MINITOW,NESHU,0,Tarif normal,82,1,2000-01-01,
PREVENTIVE,MINITOW,PREVENTIVE_MINITOW,NESHU,1,Remise niv1,82,1,2000-01-01,
PREVENTIVE,MINITOW,PREVENTIVE_MINITOW,NESHU,1,Remise niv2,82,1,2000-01-01,
PREVENTIVE,MINITOW,PREVENTIVE_MINITOW,NESHU,1,Tarif normal,82,1,2000-01-01,
PREVENTIVE,MODULOTHE,PREVENTIVE_MODULOTHE,NESHU,0,Remise niv1,82,1,2000-01-01,
PREVENTIVE,MODULOTHE,PREVENTIVE_MODULOTHE,NESHU,0,Remise niv2,82,1,2000-01-01,
PREVENTIVE,MODULOTHE,PREVENTIVE_MODULOTHE,NESHU,0,Tarif normal,82,1,2000-01-01,
PREVENTIVE,MODULOTHE,PREVENTIVE_MODULOTHE,NESHU,1,Remise niv1,82,1,2000-01-01,
PREVENTIVE,MODULOTHE,PREVENTIVE_MODULOTHE,NESHU,1,Remise niv2,82,1,2000-01-01,
