TYPE_INTER,MACHINE,KEY,MARQUE,METROPOLE,Type_tarif,Montant,PROD,valid_from,valid_to
PREVENTIVE,LAVE VAISSELLE,PREVENTIVE_LAVE VAISSELLE,DAAN,0,Remise niv1,71,1,2000-01-01,
PREVENTIVE,LAVE VAISSELLE,PREVENTIVE_LAVE VAISSELLE,DAAN,0,Remise niv2,52,1,2000-01-01,
PREVENTIVE,LAVE VAISSELLE,PREVENTIVE_LAVE VAISSELLE,DAAN,0,Tarif normal,95,1,2000-01-01,
PREVENTIVE,LAVE VAISSELLE,PREVENTIVE_LAVE VAISSELLE,DAAN,1,Remise niv1,71,1,2000-01-01,
PREVENTIVE,LAVE VAISSELLE,PREVENTIVE_LAVE VAISSELLE,DAAN,1,Remise niv2,52,1,2000-01-01,
PREVENTIVE,LAVE VAISSELLE,PREVENTIVE_LAVE VAISSELLE,DAAN,1,Tarif normal,95,1,2000-01-01,
CURATIVE J+1,LAVE VAISSELLE,CURATIVE J+1_LAVE VAISSELLE,EXPRESSO,0,Remise niv1,116,1,2000-01-01,
CURATIVE J+1,LAVE VAISSELLE,CURATIVE J+1_LAVE VAISSELLE,EXPRESSO,0,Remise niv2,85,1,2000-01-01,
CURATIVE J+1,LAVE VAISSELLE,CURATIVE J+1_LAVE VAISSELLE,EXPRESSO,0,Tarif normal,155,1,2000-01-01,
CURATIVE J+1,LAVE VAISSELLE,CURATIVE J+1_LAVE VAISSELLE,EXPRESSO,1,Remise niv1,116,1,2000-01-01,
CURATIVE J+1,LAVE VAISSELLE,CURATIVE J+1_LAVE VAISSELLE,EXPRESSO,1,Remise niv2,85,1,2000-01-01,
CURATIVE J+1,LAVE VAISSELLE,CURATIVE J+1_LAVE VAISSELLE,EXPRESSO,1,Tarif normal,155,1,2000-01-01,
CURATIVE J+2,LAVE VAISSELLE,CURATIVE J+2_LAVE VAISSELLE,EXPRESSO,0,Remise niv1,79,1,2000-01-01,
CURATIVE J+2,LAVE VAISSELLE,CURATIVE J+2_LAVE VAISSELLE,EXPRESSO,0,Remise niv2,58,1,2000-01-01,
CURATIVE J+2,LAVE VAISSELLE,CURATIVE J+2_LAVE VAISSELLE,EXPRESSO,0,Tarif normal,105,1,2000-01-01,
CURATIVE J+2,LAVE VAISSELLE,CURATIVE J+2_LAVE VAISSELLE,EXPRESSO,1,Remise niv1,79,1,2000-01-01,
CURATIVE J+2,LAVE VAISSELLE,CURATIVE J+2_LAVE VAISSELLE,EXPRESSO,1,Remise niv2,58,1,2000-01-01,
CURATIVE J+2,LAVE VAISSELLE,CURATIVE J+2_LAVE VAISSELLE,EXPRESSO,1,Tarif normal,105,1,2000-01-01,
CURATIVE,MILANO,CURATIVE_MILANO,EXPRESSO,0,Remise niv1,110,1,2000-01-01,
CURATIVE,MILANO,CURATIVE_MILANO,EXPRESSO,0,Remise niv2,110,1,2000-01-01,
CURATIVE,MILANO,CURATIVE_MILANO,EXPRESSO,0,Tarif normal,110,1,2000-01-01,
CURATIVE,MILANO,CURATIVE_MILANO,EXPRESSO,1,Remise niv1,110,1,2000-01-01,
CURATIVE,MILANO,CURATIVE_MILANO,EXPRESSO,1,Remise niv2,110,1,2000-01-01,
CURATIVE,MILANO,CURATIVE_MILANO,EXPRESSO,1,Tarif normal,110,1,2000-01-01,
CURATIVE J+2,MILANO,CURATIVE J+2_MILANO,EXPRESSO,0,Remise niv1,110,1,2000-01-01,
CURATIVE J+2,MILANO,CURATIVE J+2_MILANO,EXPRESSO,0,Remise niv2,110,1,2000-01-01,
CURATIVE J+2,MILANO,CURATIVE J+2_MILANO,EXPRESSO,0,Tarif normal,110,1,2000-01-01,
CURATIVE J+2,MILANO,CURATIVE J+2_MILANO,EXPRESSO,1,Remise niv1,110,1,2000-01-01,
CURATIVE J+2,MILANO,CURATIVE J+2_MILANO,EXPRESSO,1,Remise niv2,110,1,2000-01-01,
CURATIVE J+2,MILANO,CURATIVE J+2_MILANO,EXPRESSO,1,Tarif normal,110,1,2000-01-01,
DESINSTALLATION,LAVE VAISSELLE,DESINSTALLATION_LAVE VAISSELLE,EXPRESSO,0,Remise niv1,71,1,2000-01-01,
DESINSTALLATION,LAVE VAISSELLE,DESINSTALLATION_LAVE VAISSELLE,EXPRESSO,0,Remise niv2,52,1,2000-01-01,
DESINSTALLATION,LAVE VAISSELLE,DESINSTALLATION_LAVE VAISSELLE,EXPRESSO,0,Tarif normal,95,1,2000-01-01,
DESINSTALLATION,LAVE VAISSELLE,DESINSTALLATION_LAVE VAISSELLE,EXPRESSO,1,Remise niv1,71,1,2000-01-01,
DESINSTALLATION,LAVE VAISSELLE,DESINSTALLATION_LAVE VAISSELLE,EXPRESSO,1,Remise niv2,52,1,2000-01-01,
DESINSTALLATION,LAVE VAISSELLE,DESINSTALLATION_LAVE VAISSELLE,EXPRESSO,1,Tarif normal,95,1,2000-01-01,
INSTALLATION PROG - EXPRESSO,LAVE VAISSELLE,INSTALLATION PROG - EXPRESSO_LAVE VAISSELLE,EXPRESSO,0,Remise niv1,82,1,2000-01-01,
INSTALLATION PROG - EXPRESSO,LAVE VAISSELLE,INSTALLATION PROG - EXPRESSO_LAVE VAISSELLE,EXPRESSO,0,Remise niv2,82,1,2000-01-01,
INSTALLATION PROG - EXPRESSO,LAVE VAISSELLE,INSTALLATION PROG - EXPRESSO_LAVE VAISSELLE,EXPRESSO,0,Tarif normal,82,1,2000-01-01,
INSTALLATION PROG - EXPRESSO,LAVE VAISSELLE,INSTALLATION PROG - EXPRESSO_LAVE VAISSELLE,EXPRESSO,1,Remise niv1,82,1,2000-01-01,
INSTALLATION PROG - EXPRESSO,LAVE VAISSELLE,INSTALLATION PROG - EXPRESSO_LAVE VAISSELLE,EXPRESSO,1,Remise niv2,82,1,2000-01-01,
INSTALLATION PROG - EXPRESSO,LAVE VAISSELLE,INSTALLATION PROG - EXPRESSO_LAVE VAISSELLE,EXPRESSO,1,Tarif normal,82,1,2000-01-01,
INSTALLATION PROG - EXPRESSO,MILANO,INSTALLATION PROG - EXPRESSO_MILANO,EXPRESSO,0,Remise niv1,82,1,2000-01-01,
INSTALLATION PROG - EXPRESSO,MILANO,INSTALLATION PROG - EXPRESSO_MILANO,EXPRESSO,0,Remise niv2,82,1,2000-01-01,
INSTALLATION PROG - EXPRESSO,MILANO,INSTALLATION PROG - EXPRESSO_MILANO,EXPRESSO,0,Tarif normal,82,1,2000-01-01,
INSTALLATION PROG - EXPRESSO,MILANO,INSTALLATION PROG - EXPRESSO_MILANO,EXPRESSO,1,Remise niv1,82,1,2000-01-01,
INSTALLATION PROG - EXPRESSO,MILANO,INSTALLATION PROG - EXPRESSO_MILANO,EXPRESSO,1,Remise niv2,82,1,2000-01-01,
INSTALLATION PROG - EXPRESSO,MILANO,INSTALLATION PROG - EXPRESSO_MILANO,EXPRESSO,1,Tarif normal,82,1,2000-01-01,
INSTALLATION,LAVE VAISSELLE,INSTALLATION_LAVE VAISSELLE,EXPRESSO,0,Remise niv1,86,1,2000-01-01,
INSTALLATION,LAVE VAISSELLE,INSTALLATION_LAVE VAISSELLE,EXPRESSO,0,Remise niv2,63,1,2000-01-01,
INSTALLATION,LAVE VAISSELLE,INSTALLATION_LAVE VAISSELLE,EXPRESSO,0,Tarif normal,115,1,2000-01-01,
INSTALLATION,LAVE VAISSELLE,INSTALLATION_LAVE VAISSELLE,EXPRESSO,1,Remise niv1,86,1,2000-01-01,
INSTALLATION,LAVE VAISSELLE,INSTALLATION_LAVE VAISSELLE,EXPRESSO,1,Remise niv2,63,1,2000-01-01,
INSTALLATION,LAVE VAISSELLE,INSTALLATION_LAVE VAISSELLE,EXPRESSO,1,Tarif normal,115,1,2000-01-01,
PREVENTIVE,LAVE VAISSELLE,PREVENTIVE_LAVE VAISSELLE,EXPRESSO,0,Remise niv1,71,1,2000-01-01,
PREVENTIVE,LAVE VAISSELLE,PREVENTIVE_LAVE VAISSELLE,EXPRESSO,0,Remise niv2,52,1,2000-01-01,
PREVENTIVE,LAVE VAISSELLE,PREVENTIVE_LAVE VAISSELLE,EXPRESSO,0,Tarif normal,95,1,2000-01-01,
PREVENTIVE,MILANO,PREVENTIVE_MILANO,EXPRESSO,1,Remise niv1,82,1,2000-01-01,
PREVENTIVE,MILANO,PREVENTIVE_MILANO,EXPRESSO,1,Remise niv2,82,1,2000-01-01,
PREVENTIVE,MILANO,PREVENTIVE_MILANO,EXPRESSO,1,Tarif normal,82,1,2000-01-01,
PREVENTIVE,MILANO,PREVENTIVE_MILANO,EXPRESSO,0,Remise niv1,87,1,2000-01-01,
PREVENTIVE,MILANO,PREVENTIVE_MILANO,EXPRESSO,0,Remise niv2,87,1,2000-01-01,
PREVENTIVE,MILANO,PREVENTIVE_MILANO,EXPRESSO,0,Tarif normal,87,1,2000-01-01,
CURATIVE,FONTAINE A EAU,CURATIVE_FONTAINE A EAU,FONTAINCO,0,Remise niv1,120,1,2000-01-01,
CURATIVE,FONTAINE A EAU,CURATIVE_FONTAINE A EAU,FONTAINCO,0,Remise niv2,98,1,2000-01-01,
CURATIVE,FONTAINE A EAU,CURATIVE_FONTAINE A EAU,FONTAINCO,0,Tarif normal,150,1,2000-01-01,
CURATIVE,FONTAINE A EAU,CURATIVE_FONTAINE A EAU,FONTAINCO,1,Remise niv1,96,1,2000-01-01,
CURATIVE,FONTAINE A EAU,CURATIVE_FONTAINE A EAU,FONTAINCO,1,Remise niv2,77,1,2000-01-01,
CURATIVE,FONTAINE A EAU,CURATIVE_FONTAINE A EAU,FONTAINCO,1,Tarif normal,120,1,2000-01-01,
DESINSTALLATION,FONTAINE A EAU,DESINSTALLATION_FONTAINE A EAU,FONTAINCO,0,Remise niv1,120,1,2000-01-01,
DESINSTALLATION,FONTAINE A EAU,DESINSTALLATION_FONTAINE A EAU,FONTAINCO,0,Remise niv2,98,1,2000-01-01,
DESINSTALLATION,FONTAINE A EAU,DESINSTALLATION_FONTAINE A EAU,FONTAINCO,0,Tarif normal,150,1,2000-01-01,
DESINSTALLATION,FONTAINE A EAU,DESINSTALLATION_FONTAINE A EAU,FONTAINCO,1,Remise niv1,96,1,2000-01-01,
DESINSTALLATION,FONTAINE A EAU,DESINSTALLATION_FONTAINE A EAU,FONTAINCO,1,Remise niv2,77,1,2000-01-01,
DESINSTALLATION,FONTAINE A EAU,DESINSTALLATION_FONTAINE A EAU,FONTAINCO,1,Tarif normal,120,1,2000-01-01,
INSTALLATION SOUS COMPTOIR,FONTAINE A EAU,INSTALLATION SOUS COMPTOIR_FONTAINE A EAU,FONTAINCO,0,Remise niv1,176,1,2000-01-01,
INSTALLATION SOUS COMPTOIR,FONTAINE A EAU,INSTALLATION SOUS COMPTOIR_FONTAINE A EAU,FONTAINCO,0,Remise niv2,143,1,2000-01-01,
INSTALLATION SOUS COMPTOIR,FONTAINE A EAU,INSTALLATION SOUS COMPTOIR_FONTAINE A EAU,FONTAINCO,0,Tarif normal,220,1,2000-01-01,
INSTALLATION SOUS COMPTOIR,FONTAINE A EAU,INSTALLATION SOUS COMPTOIR_FONTAINE A EAU,FONTAINCO,1,Remise niv1,152,1,2000-01-01,
INSTALLATION SOUS COMPTOIR,FONTAINE A EAU,INSTALLATION SOUS COMPTOIR_FONTAINE A EAU,FONTAINCO,1,Remise niv2,124,1,2000-01-01,
INSTALLATION SOUS COMPTOIR,FONTAINE A EAU,INSTALLATION SOUS COMPTOIR_FONTAINE A EAU,FONTAINCO,1,Tarif normal,190,1,2000-01-01,
INSTALLATION,FONTAINE A EAU,INSTALLATION_FONTAINE A EAU,FONTAINCO,0,Remise niv1,96,1,2000-01-01,
INSTALLATION,FONTAINE A EAU,INSTALLATION_FONTAINE A EAU,FONTAINCO,0,Remise niv2,77,1,2000-01-01,
INSTALLATION,FONTAINE A EAU,INSTALLATION_FONTAINE A EAU,FONTAINCO,0,Tarif normal,120,1,2000-01-01,
INSTALLATION,FONTAINE A EAU,INSTALLATION_FONTAINE A EAU,FONTAINCO,1,Remise niv1,120,1,2000-01-01,
INSTALLATION,FONTAINE A EAU,INSTALLATION_FONTAINE A EAU,FONTAINCO,1,Remise niv2,98,1,2000-01-01,
INSTALLATION,FONTAINE A EAU,INSTALLATION_FONTAINE A EAU,FONTAINCO,1,Tarif normal,150,1,2000-01-01,
LIVRAISON,FONTAINE A EAU,LIVRAISON_FONTAINE A EAU,FONTAINCO,0,Remise niv1,15,1,2000-01-01,
LIVRAISON,FONTAINE A EAU,LIVRAISON_FONTAINE A EAU,FONTAINCO,0,Remise niv2,11,1,2000-01-01,
LIVRAISON,FONTAINE A EAU,LIVRAISON_FONTAINE A EAU,FONTAINCO,0,Tarif normal,20,1,2000-01-01,
LIVRAISON,FONTAINE A EAU,LIVRAISON_FONTAINE A EAU,FONTAINCO,1,Remise niv1,15,1,2000-01-01,
LIVRAISON,FONTAINE A EAU,LIVRAISON_FONTAINE A EAU,FONTAINCO,1,Remise niv2,11,1,2000-01-01,
LIVRAISON,FONTAINE A EAU,LIVRAISON_FONTAINE A EAU,FONTAINCO,1,Tarif normal,20,1,2000-01-01,
PREVENTIVE,FONTAINE A EAU,PREVENTIVE_FONTAINE A EAU,FONTAINCO,0,Remise niv1,120,1,2000-01-01,
PREVENTIVE,FONTAINE A EAU,PREVENTIVE_FONTAINE A EAU,FONTAINCO,0,Remise niv2,98,1,2000-01-01,
PREVENTIVE,FONTAINE A EAU,PREVENTIVE_FONTAINE A EAU,FONTAINCO,0,Tarif normal,150,1,2000-01-01,
PREVENTIVE,FONTAINE A EAU,PREVENTIVE_FONTAINE A EAU,FONTAINCO,1,Remise niv1,96,1,2000-01-01,
PREVENTIVE,FONTAINE A EAU,PREVENTIVE_FONTAINE A EAU,FONTAINCO,1,Remise niv2,77,1,2000-01-01,
PREVENTIVE,FONTAINE A EAU,PREVENTIVE_FONTAINE A EAU,FONTAINCO,1,Tarif normal,120,1,2000-01-01,
CURATIVE,AGUILA2,CURATIVE_AGUILA2,NESHU,0,Remise niv1,170,2,2000-01-01,
CURATIVE,AGUILA2,CURATIVE_AGUILA2,NESHU,0,Remise niv2,170,2,2000-01-01,
CURATIVE,AGUILA2,CURATIVE_AGUILA2,NESHU,0,Tarif normal,170,2,2000-01-01,
CURATIVE,AGUILA2,CURATIVE_AGUILA2,NESHU,1,Remise niv1,170,2,2000-01-01,
CURATIVE,AGUILA2,CURATIVE_AGUILA2,NESHU,1,Remise niv2,170,2,2000-01-01,
CURATIVE,AGUILA2,CURATIVE_AGUILA2,NESHU,1,Tarif normal,170,2,2000-01-01,
CURATIVE,AGUILA4,CURATIVE_AGUILA4,NESHU,0,Remise niv1,170,2,2000-01-01,
CURATIVE,AGUILA4,CURATIVE_AGUILA4,NESHU,0,Remise niv2,170,2,2000-01-01,
CURATIVE,AGUILA4,CURATIVE_AGUILA4,NESHU,0,Tarif normal,170,2,2000-01-01,
CURATIVE,AGUILA4,CURATIVE_AGUILA4,NESHU,1,Remise niv1,170,2,2000-01-01,
CURATIVE,AGUILA4,CURATIVE_AGUILA4,NESHU,1,Remise niv2,170,2,2000-01-01,
CURATIVE,AGUILA4,CURATIVE_AGUILA4,NESHU,1,Tarif normal,170,2,2000-01-01,
CURATIVE,DISP GEMINI,CURATIVE_DISP GEMINI,NESHU,0,Remise niv1,110,1,2000-01-01,
CURATIVE,DISP GEMINI,CURATIVE_DISP GEMINI,NESHU,0,Remise niv2,110,1,2000-01-01,
CURATIVE,DISP GEMINI,CURATIVE_DISP GEMINI,NESHU,0,Tarif normal,110,1,2000-01-01,
CURATIVE,DISP GEMINI,CURATIVE_DISP GEMINI,NESHU,1,Remise niv1,110,1,2000-01-01,
CURATIVE,DISP GEMINI,CURATIVE_DISP GEMINI,NESHU,1,Remise niv2,110,1,2000-01-01,
CURATIVE,DISP GEMINI,CURATIVE_DISP GEMINI,NESHU,1,Tarif normal,110,1,2000-01-01,
CURATIVE,DISP MINI,CURATIVE_DISP MINI,NESHU,0,Remise niv1,110,1,2000-01-01,
CURATIVE,DISP MINI,CURATIVE_DISP MINI,NESHU,0,Remise niv2,110,1,2000-01-01,
CURATIVE,DISP MINI,CURATIVE_DISP MINI,NESHU,0,Tarif normal,110,1,2000-01-01,
CURATIVE,DISP MINI,CURATIVE_DISP MINI,NESHU,1,Remise niv1,110,1,2000-01-01,
CURATIVE,DISP MINI,CURATIVE_DISP MINI,NESHU,1,Remise niv2,110,1,2000-01-01,
CURATIVE,DISP MINI,CURATIVE_DISP MINI,NESHU,1,Tarif normal,110,1,2000-01-01,
CURATIVE,DISP SBS,CURATIVE_DISP SBS,NESHU,0,Remise niv1,110,1,2000-01-01,
CURATIVE,DISP SBS,CURATIVE_DISP SBS,NESHU,0,Remise niv2,110,1,2000-01-01,
CURATIVE,DISP SBS,CURATIVE_DISP SBS,NESHU,0,Tarif normal,110,1,2000-01-01,
CURATIVE,DISP SBS,CURATIVE_DISP SBS,NESHU,1,Remise niv1,110,1,2000-01-01,
CURATIVE,DISP SBS,CURATIVE_DISP SBS,NESHU,1,Remise niv2,110,1,2000-01-01,
CURATIVE,DISP SBS,CURATIVE_DISP SBS,NESHU,1,Tarif normal,110,1,2000-01-01,
CURATIVE,FONTAINE A EAU,CURATIVE_FONTAINE A EAU,NESHU,0,Remise niv1,115,1,2000-01-01,
CURATIVE,FONTAINE A EAU,CURATIVE_FONTAINE A EAU,NESHU,0,Remise niv2,115,1,2000-01-01,
CURATIVE,FONTAINE A EAU,CURATIVE_FONTAINE A EAU,NESHU,0,Tarif normal,115,1,2000-01-01,
CURATIVE,FONTAINE A EAU,CURATIVE_FONTAINE A EAU,NESHU,1,Remise niv1,115,1,2000-01-01,
CURATIVE,FONTAINE A EAU,CURATIVE_FONTAINE A EAU,NESHU,1,Remise niv2,115,1,2000-01-01,
CURATIVE,FONTAINE A EAU,CURATIVE_FONTAINE A EAU,NESHU,1,Tarif normal,115,1,2000-01-01,
CURATIVE,GEMINI,CURATIVE_GEMINI,NESHU,0,Remise niv1,110,1,2000-01-01,
CURATIVE,GEMINI,CURATIVE_GEMINI,NESHU,0,Remise niv2,110,1,2000-01-01,
CURATIVE,GEMINI,CURATIVE_GEMINI,NESHU,0,Tarif normal,110,1,2000-01-01,
CURATIVE,GEMINI,CURATIVE_GEMINI,NESHU,1,Remise niv1,110,1,2000-01-01,
CURATIVE,GEMINI,CURATIVE_GEMINI,NESHU,1,Remise niv2,110,1,2000-01-01,
CURATIVE,GEMINI,CURATIVE_GEMINI,NESHU,1,Tarif normal,110,1,2000-01-01,
CURATIVE,LAVE VERRES,CURATIVE_LAVE VERRES,NESHU,0,Remise niv1,105,1,2000-01-01,
CURATIVE,LAVE VERRES,CURATIVE_LAVE VERRES,NESHU,0,Remise niv2,105,1,2000-01-01,
CURATIVE,LAVE VERRES,CURATIVE_LAVE VERRES,NESHU,0,Tarif normal,105,1,2000-01-01,
CURATIVE,LAVE VERRES,CURATIVE_LAVE VERRES,NESHU,1,Remise niv1,105,1,2000-01-01,
CURATIVE,LAVE VERRES,CURATIVE_LAVE VERRES,NESHU,1,Remise niv2,105,1,2000-01-01,
CURATIVE,LAVE VERRES,CURATIVE_LAVE VERRES,NESHU,1,Tarif normal,105,1,2000-01-01,
CURATIVE,M100,CURATIVE_M100,NESHU,0,Remise niv1,110,1,2000-01-01,
CURATIVE,M100,CURATIVE_M100,NESHU,0,Remise niv2,110,1,2000-01-01,
CURATIVE,M100,CURATIVE_M100,NESHU,0,Tarif normal,110,1,2000-01-01,
CURATIVE,M100,CURATIVE_M100,NESHU,1,Remise niv1,110,1,2000-01-01,
CURATIVE,M100,CURATIVE_M100,NESHU,1,Remise niv2,110,1,2000-01-01,
CURATIVE,M100,CURATIVE_M100,NESHU,1,Tarif normal,110,1,2000-01-01,
CURATIVE,M200,CURATIVE_M200,NESHU,0,Remise niv1,110,1,2000-01-01,
CURATIVE,M200,CURATIVE_M200,NESHU,0,Remise niv2,110,1,2000-01-01,
CURATIVE,M200,CURATIVE_M200,NESHU,0,Tarif normal,110,1,2000-01-01,
CURATIVE,M200,CURATIVE_M200,NESHU,1,Remise niv1,110,1,2000-01-01,
CURATIVE,M200,CURATIVE_M200,NESHU,1,Remise niv2,110,1,2000-01-01,
CURATIVE,M200,CURATIVE_M200,NESHU,1,Tarif normal,110,1,2000-01-01,
CURATIVE,MILANO,CURATIVE_MILANO,NESHU,0,Remise niv1,110,1,2000-01-01,
CURATIVE,MILANO,CURATIVE_MILANO,NESHU,0,Remise niv2,110,1,2000-01-01,
CURATIVE,MILANO,CURATIVE_MILANO,NESHU,0,Tarif normal,110,1,2000-01-01,
CURATIVE,MILANO,CURATIVE_MILANO,NESHU,1,Remise niv1,110,1,2000-01-01,
CURATIVE,MILANO,CURATIVE_MILANO,NESHU,1,Remise niv2,110,1,2000-01-01,
CURATIVE,MILANO,CURATIVE_MILANO,NESHU,1,Tarif normal,110,1,2000-01-01,
CURATIVE,MINITOW,CURATIVE_MINITOW,NESHU,0,Remise niv1,110,1,2000-01-01,
CURATIVE,MINITOW,CURATIVE_MINITOW,NESHU,0,Remise niv2,110,1,2000-01-01,
CURATIVE,MINITOW,CURATIVE_MINITOW,NESHU,0,Tarif normal,110,1,2000-01-01,
CURATIVE,MINITOW,CURATIVE_MINITOW,NESHU,1,Remise niv1,110,1,2000-01-01,
CURATIVE,MINITOW,CURATIVE_MINITOW,NESHU,1,Remise niv2,110,1,2000-01-01,
CURATIVE,MINITOW,CURATIVE_MINITOW,NESHU,1,Tarif normal,110,1,2000-01-01,
CURATIVE,MODULOTHE,CURATIVE_MODULOTHE,NESHU,0,Remise niv1,110,1,2000-01-01,
CURATIVE,MODULOTHE,CURATIVE_MODULOTHE,NESHU,0,Remise niv2,110,1,2000-01-01,
CURATIVE,MODULOTHE,CURATIVE_MODULOTHE,NESHU,0,Tarif normal,110,1,2000-01-01,
CURATIVE,MODULOTHE,CURATIVE_MODULOTHE,NESHU,1,Remise niv1,110,1,2000-01-01,
CURATIVE,MODULOTHE,CURATIVE_MODULOTHE,NESHU,1,Remise niv2,110,1,2000-01-01,
CURATIVE,MODULOTHE,CURATIVE_MODULOTHE,NESHU,1,Tarif normal,110,1,2000-01-01,
CURATIVE,SNACKING,CURATIVE_SNACKING,NESHU,0,Remise niv1,110,1,2000-01-01,
CURATIVE,SNACKING,CURATIVE_SNACKING,NESHU,0,Remise niv2,110,1,2000-01-01,
CURATIVE,SNACKING,CURATIVE_SNACKING,NESHU,0,Tarif normal,110,1,2000-01-01,
CURATIVE,SNACKING,CURATIVE_SNACKING,NESHU,1,Remise niv1,110,1,2000-01-01,
CURATIVE,SNACKING,CURATIVE_SNACKING,NESHU,1,Remise niv2,110,1,2000-01-01,
CURATIVE,SNACKING,CURATIVE_SNACKING,NESHU,1,Tarif normal,110,1,2000-01-01,
CURATIVE,TOWER GEMINI,CURATIVE_TOWER GEMINI,NESHU,0,Remise niv1,110,1,2000-01-01,
CURATIVE,TOWER GEMINI,CURATIVE_TOWER GEMINI,NESHU,0,Remise niv2,110,1,2000-01-01,
CURATIVE,TOWER GEMINI,CURATIVE_TOWER GEMINI,NESHU,0,Tarif normal,110,1,2000-01-01,
CURATIVE,TOWER GEMINI,CURATIVE_TOWER GEMINI,NESHU,1,Remise niv1,110,1,2000-01-01,
CURATIVE,TOWER GEMINI,CURATIVE_TOWER GEMINI,NESHU,1,Remise niv2,110,1,2000-01-01,
CURATIVE,TOWER GEMINI,CURATIVE_TOWER GEMINI,NESHU,1,Tarif normal,110,1,2000-01-01,
CURATIVE,ZENIUS,CURATIVE_ZENIUS,NESHU,0,Remise niv1,110,1,2000-01-01,
CURATIVE,ZENIUS,CURATIVE_ZENIUS,NESHU,0,Remise niv2,110,1,2000-01-01,
CURATIVE,ZENIUS,CURATIVE_ZENIUS,NESHU,0,Tarif normal,110,1,2000-01-01,
CURATIVE,ZENIUS,CURATIVE_ZENIUS,NESHU,1,Remise niv1,110,1,2000-01-01,
CURATIVE,ZENIUS,CURATIVE_ZENIUS,NESHU,1,Remise niv2,110,1,2000-01-01,
CURATIVE,ZENIUS,CURATIVE_ZENIUS,NESHU,1,Tarif normal,110,1,2000-01-01,
DESINSTALLATION,AGUILA2,DESINSTALLATION_AGUILA2,NESHU,0,Remise niv1,350,1,2000-01-01,
DESINSTALLATION,AGUILA2,DESINSTALLATION_AGUILA2,NESHU,0,Remise niv2,350,1,2000-01-01,
DESINSTALLATION,AGUILA2,DESINSTALLATION_AGUILA2,NESHU,0,Tarif normal,350,1,2000-01-01,
DESINSTALLATION,AGUILA2,DESINSTALLATION_AGUILA2,NESHU,1,Remise niv1,350,1,2000-01-01,
DESINSTALLATION,AGUILA2,DESINSTALLATION_AGUILA2,NESHU,1,Remise niv2,350,1,2000-01-01,
DESINSTALLATION,AGUILA2,DESINSTALLATION_AGUILA2,NESHU,1,Tarif normal,350,1,2000-01-01,
DESINSTALLATION,AGUILA4,DESINSTALLATION_AGUILA4,NESHU,0,Remise niv1,350,1,2000-01-01,
DESINSTALLATION,AGUILA4,DESINSTALLATION_AGUILA4,NESHU,0,Remise niv2,350,1,2000-01-01,
DESINSTALLATION,AGUILA4,DESINSTALLATION_AGUILA4,NESHU,0,Tarif normal,350,1,2000-01-01,
DESINSTALLATION,AGUILA4,DESINSTALLATION_AGUILA4,NESHU,1,Remise niv1,350,1,2000-01-01,
DESINSTALLATION,AGUILA4,DESINSTALLATION_AGUILA4,NESHU,1,Remise niv2,350,1,2000-01-01,
DESINSTALLATION,AGUILA4,DESINSTALLATION_AGUILA4,NESHU,1,Tarif normal,350,1,2000-01-01,
DESINSTALLATION,DISP GEMINI,DESINSTALLATION_DISP GEMINI,NESHU,0,Remise niv1,82,1,2000-01-01,
DESINSTALLATION,DISP GEMINI,DESINSTALLATION_DISP GEMINI,NESHU,0,Remise niv2,82,1,2000-01-01,
DESINSTALLATION,DISP GEMINI,DESINSTALLATION_DISP GEMINI,NESHU,0,Tarif normal,82,1,2000-01-01,
DESINSTALLATION,DISP GEMINI,DESINSTALLATION_DISP GEMINI,NESHU,1,Remise niv1,82,1,2000-01-01,
DESINSTALLATION,DISP GEMINI,DESINSTALLATION_DISP GEMINI,NESHU,1,Remise niv2,82,1,2000-01-01,
DESINSTALLATION,DISP GEMINI,DESINSTALLATION_DISP GEMINI,NESHU,1,Tarif normal,82,1,2000-01-01,
DESINSTALLATION,DISP MINI,DESINSTALLATION_DISP MINI,NESHU,0,Remise niv1,275,1,2000-01-01,
DESINSTALLATION,DISP MINI,DESINSTALLATION_DISP MINI,NESHU,0,Remise niv2,275,1,2000-01-01,
DESINSTALLATION,DISP MINI,DESINSTALLATION_DISP MINI,NESHU,0,Tarif normal,275,1,2000-01-01,
DESINSTALLATION,DISP MINI,DESINSTALLATION_DISP MINI,NESHU,1,Remise niv1,275,1,2000-01-01,
DESINSTALLATION,DISP MINI,DESINSTALLATION_DISP MINI,NESHU,1,Remise niv2,275,1,2000-01-01,
DESINSTALLATION,DISP MINI,DESINSTALLATION_DISP MINI,NESHU,1,Tarif normal,275,1,2000-01-01,
DESINSTALLATION,DISP SBS,DESINSTALLATION_DISP SBS,NESHU,0,Remise niv1,82,1,2000-01-01,
DESINSTALLATION,DISP SBS,DESINSTALLATION_DISP SBS,NESHU,0,Remise niv2,82,1,2000-01-01,
DESINSTALLATION,DISP SBS,DESINSTALLATION_DISP SBS,NESHU,0,Tarif normal,82,1,2000-01-01,
DESINSTALLATION,DISP SBS,DESINSTALLATION_DISP SBS,NESHU,1,Remise niv1,82,1,2000-01-01,
DESINSTALLATION,DISP SBS,DESINSTALLATION_DISP SBS,NESHU,1,Remise niv2,82,1,2000-01-01,
DESINSTALLATION,DISP SBS,DESINSTALLATION_DISP SBS,NESHU,1,Tarif normal,82,1,2000-01-01,
